OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0000031,2021-02-12,CUST-07497,John Smith,PROD-7752,Laptop Stand Adjustable,Office Products,Nulaxy,1,30.46,0.0,2.13,7.49,40.08,Debit Card,Delivered,Tampa,FL,USA,SELL-163
ORD0000032,2022-02-13,CUST-12486,James Williams,PROD-7832,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,2,31.92,0.0,6.06,15.5,85.4,Credit Card,Delivered,Memphis,TN,USA,SELL-442
ORD0000033,2024-07-11,CUST-09421,Patricia Brown,PROD-6183,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,1,94.44,0.0,0.0,0.0,94.44,Apple Pay,Delivered,Nashua,NH,USA,SELL-154
ORD0000034,2020-09-30,CUST-00468,Linda Rodriguez,PROD-1729,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,1,41.98,16.15,1.37,38.86,66.06,Credit Card,Delivered,Richmond,VA,USA,SELL-615
ORD0000035,2020-08-02,CUST-03213,Michael Garcia,PROD-3283,Kindle Paperwhite,Electronics,Amazon,1,145.64,0.0,13.84,0.0,159.48,Credit Card,Delivered,Memphis,TN,USA,SELL-502
ORD0000036,2020-12-30,CUST-11479,Mary Johnson,PROD-1835,The Midnight Library,Books & Media,Matt Haig,1,15.12,3.95,1.06,7.49,19.72,Credit Card,Delivered,Memphis,TN,USA,SELL-202
ORD0000037,2022-01-27,CUST-00199,Jennifer Jones,PROD-5880,Barbie Dreamhouse,Toys & Games,MATTEL,1,210.34,68.15,0.0,0.0,142.19,Credit Card,Delivered,Manchester,NH,USA,SELL-344
ORD0000038,2023-04-25,CUST-03250,Robert Miller,PROD-9164,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,1,23.2,0.0,1.39,8.99,33.58,Credit Card,Delivered,Lansing,MI,USA,SELL-672
ORD0000039,2021-08-23,CUST-00606,John Smith,PROD-6603,Theragun Pro G4,Sports & Fitness,Therabody,2,611.89,0.0,85.66,27.52,1336.96,Google Pay,Delivered,Jacksonville,FL,USA,SELL-318
ORD0000040,2023-04-26,CUST-00429,Michael Garcia,PROD-4709,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,2,16.05,0.0,3.29,7.99,43.38,Debit Card,Delivered,Rockford,IL,USA,SELL-306
ORD0000041,2024-12-13,CUST-11019,John Smith,PROD-2920,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,6,121.15,0.0,64.51,0.0,791.41,PayPal,Delivered,Buffalo,NY,USA,SELL-955
ORD0000042,2023-11-08,CUST-10544,Linda Rodriguez,PROD-4738,Pyrex Glass Measuring Cup Set,Home & Kitchen,Pyrex,2,27.81,21.99,2.52,23.41,59.56,Debit Card,Delivered,Akron,OH,USA,SELL-990
ORD0000043,2021-04-03,CUST-13225,David Martinez,PROD-6253,Atomic Habits,Books & Media,James Clear,2,16.74,0.0,3.18,9.99,46.65,Debit Card,Delivered,Memphis,TN,USA,SELL-149
ORD0000044,2024-05-18,CUST-00240,Michael Garcia,PROD-4641,Epson EcoTank ET-2800,Office Products,Epson,1,282.6,55.85,18.14,0.0,244.89,PayPal,Delivered,Atlanta,GA,USA,SELL-201
ORD0000045,2021-06-19,CUST-00474,Michael Garcia,PROD-4938,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,2,14.15,4.9,1.64,9.99,35.03,PayPal,Processing,Jacksonville,FL,USA,SELL-295
ORD0000046,2021-06-19,CUST-13361,Linda Rodriguez,PROD-5178,Barbie Dreamhouse,Toys & Games,Mattel,6,213.7,0.0,84.95,0.0,1367.15,Credit Card,Delivered,Jersey City,NJ,USA,SELL-947
ORD0000047,2022-02-12,CUST-00583,Michael Garcia,PROD-4703,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,1,8.78,0.0,0.9,8.99,18.67,Credit Card,Delivered,Chicago,IL,USA,SELL-402
ORD0000048,2020-09-01,CUST-00479,David Martinez,PROD-1709,Nike Air Force 1,Clothing & Fashion,Nike,2,114.92,0.0,12.18,0.0,242.02,Credit Card,Delivered,Virginia Beach,VA,USA,SELL-497
ORD0000049,2024-06-02,CUST-09566,Mary Johnson,PROD-4525,iRobot Roomba j7+,Home & Kitchen,iRobot,1,972.31,0.0,99.66,19.0,1090.97,Credit Card,Delivered,Aurora,IL,USA,SELL-105
ORD0000050,2020-05-13,CUST-07835,Linda Rodriguez,PROD-3410,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,1,197.79,0.0,13.85,29.43,241.07,Credit Card,Delivered,Jacksonville,FL,USA,SELL-656
ORD0000051,2024-05-07,CUST-03167,Patricia Brown,PROD-9911,August Wi-Fi Smart Lock,Tools & Home Improvement,August,1,256.41,0.0,17.95,0.0,274.36,Credit Card,Delivered,Raleigh,NC,USA,SELL-197
ORD0000052,2022-12-16,CUST-13949,Linda Rodriguez,PROD-7473,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,1,110.1,0.0,7.71,0.0,117.81,Credit Card,Delivered,Miami,FL,USA,SELL-495
ORD0000053,2024-01-14,CUST-00592,Linda Rodriguez,PROD-7657,Milwaukee M18 Fuel Impact Driver,Tools & Home Improvement,Milwaukee,3,223.51,0.0,35.54,0.0,706.07,Credit Card,Delivered,Richmond,VA,USA,SELL-298
ORD0000054,2021-06-29,CUST-00483,David Martinez,PROD-6340,iPhone 15 Pro,Electronics,Apple,1,1045.15,0.0,65.32,0.0,1110.47,Other,Delivered,Worcester,MA,USA,SELL-100
ORD0000055,2023-07-27,CUST-00660,James Williams,PROD-7515,iRobot Roomba j7+,Home & Kitchen,iRobot,3,871.43,995.76,153.76,29.43,1801.72,Credit Card,Delivered,Nashville,TN,USA,SELL-103
ORD0000056,2024-03-06,CUST-00195,Jennifer Jones,PROD-3811,August Wi-Fi Smart Lock,Tools & Home Improvement,August,2,273.9,80.5,28.04,0.0,-495.34,Debit Card,Returned,Grand Rapids,MI,USA,SELL-373
ORD0000057,2024-04-11,CUST-12997,Jennifer Jones,PROD-8358,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,2,9.42,0.0,1.13,5.99,25.96,Credit Card,Delivered,Philadelphia,PA,USA,SELL-171
ORD0000058,2022-02-11,CUST-00122,Linda Rodriguez,PROD-3121,Kindle Paperwhite,Electronics,Amazon,1,150.48,0.0,9.03,0.0,159.51,Debit Card,Delivered,Detroit,MI,USA,SELL-671
ORD0000059,2020-05-20,CUST-12398,Michael Garcia,PROD-2464,Samsung 980 Pro SSD 1TB,Electronics,Samsung,1,134.09,0.0,10.73,0.0,144.82,Credit Card,Delivered,Atlanta,GA,USA,SELL-691
ORD0000060,2020-06-25,CUST-00038,David Martinez,PROD-9770,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,1,429.28,54.12,26.26,26.2,427.62,Credit Card,Delivered,Jacksonville,FL,USA,SELL-866
ORD0000061,2023-07-11,CUST-10873,Linda Rodriguez,PROD-1383,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,1,13.03,1.34,0.0,7.99,19.68,PayPal,Delivered,Nashua,NH,USA,SELL-891
ORD0000062,2020-12-07,CUST-00106,Jennifer Jones,PROD-1508,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,2,20.78,0.0,2.2,0.0,43.76,Credit Card,Delivered,Virginia Beach,VA,USA,SELL-892
ORD0000063,2021-07-25,CUST-12700,James Williams,PROD-3298,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,3,6.07,0.0,1.73,11.24,31.18,Other,Delivered,Seattle,WA,USA,SELL-976
ORD0000064,2024-12-07,CUST-00460,Linda Rodriguez,PROD-4938,Barbie Dreamhouse,Toys & Games,Mattel,2,223.57,0.0,31.3,0.0,478.44,Debit Card,Delivered,Charlotte,NC,USA,SELL-234
ORD0000065,2022-09-04,CUST-14024,James Williams,PROD-2422,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,3,19.81,0.0,4.99,0.0,64.42,PayPal,Delivered,Phoenix,AZ,USA,SELL-946
ORD0000066,2023-09-03,CUST-10112,Elizabeth Davis,PROD-4243,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,2,173.23,0.0,25.98,0.0,372.44,Debit Card,Delivered,Akron,OH,USA,SELL-421
ORD0000067,2022-12-13,CUST-12462,Elizabeth Davis,PROD-2651,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,2,53.86,0.0,9.56,0.0,117.28,Credit Card,Delivered,Buffalo,NY,USA,SELL-905
ORD0000068,2022-05-20,CUST-00357,Robert Miller,PROD-7259,Instant Pot Duo 7-in-1,Home & Kitchen,Instant Pot,2,107.72,0.0,19.93,22.71,258.08,Credit Card,Delivered,San Jose,CA,USA,SELL-856
ORD0000069,2023-12-20,CUST-10161,Linda Rodriguez,PROD-4492,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,2,462.53,117.73,82.75,27.15,917.23,Credit Card,Delivered,Naperville,IL,USA,SELL-391
ORD0000070,2021-05-25,CUST-00148,Michael Garcia,PROD-9341,Where the Crawdads Sing,Books & Media,Delia Owens,1,12.25,0.0,0.86,9.99,23.1,Debit Card,Delivered,Raleigh,NC,USA,SELL-620
ORD0000071,2022-06-03,CUST-06655,Mary Johnson,PROD-9513,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,1,31.68,0.0,2.81,33.78,68.27,Debit Card,Delivered,Rochester,NY,USA,SELL-601
ORD0000072,2022-02-04,CUST-00740,James Williams,PROD-6055,Samsung 980 Pro SSD 1TB,Electronics,Samsung,6,144.38,0.0,51.98,0.0,918.26,Credit Card,Delivered,Grand Rapids,MI,USA,SELL-915
ORD0000073,2020-08-08,CUST-07107,John Smith,PROD-7745,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,2,195.37,0.0,31.26,37.42,459.42,Debit Card,Delivered,Macon,GA,USA,SELL-443
ORD0000074,2021-12-19,CUST-06901,Elizabeth Davis,PROD-5460,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,1,146.44,0.0,9.7,17.89,-174.03,Credit Card,Returned,Jersey City,NJ,USA,SELL-939
ORD0000075,2024-11-09,CUST-01498,Elizabeth Davis,PROD-3713,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,1,13.52,0.0,0.81,7.99,-22.32,Debit Card,Returned,Detroit,MI,USA,SELL-366
ORD0000076,2022-05-04,CUST-12631,David Martinez,PROD-3310,Dune,Books & Media,Frank Herbert,4,10.7,0.0,0.0,0.0,42.8,PayPal,Delivered,Salem,OR,USA,SELL-341
ORD0000077,2021-08-26,CUST-11678,Jennifer Jones,PROD-2063,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,2,4.1,0.0,0.51,7.49,16.2,Credit Card,Delivered,Worcester,MA,USA,SELL-915
ORD0000078,2024-02-20,CUST-13804,David Martinez,PROD-1880,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,1,16.66,2.71,0.0,5.99,19.94,Apple Pay,Delivered,Nashua,NH,USA,SELL-773
ORD0000079,2020-06-24,CUST-00488,Jennifer Jones,PROD-7664,Steelcase Series 1 Chair,Office Products,Steelcase,5,493.43,0.0,148.03,0.0,2615.18,Credit Card,Delivered,Unknown,MI,USA,SELL-110
ORD0000080,2024-04-13,CUST-00283,Elizabeth Davis,PROD-1810,Resistance Band Set,Sports & Fitness,FitBeast,1,29.35,5.15,0.0,37.77,61.97,Credit Card,Delivered,Manchester,NH,USA,SELL-194
ORD0000081,2022-05-27,CUST-00624,Patricia Brown,PROD-7112,iPad Air,Electronics,Apple,5,659.26,0.0,174.7,0.0,3471.0,Credit Card,Delivered,Richmond,VA,USA,SELL-830
ORD0000082,2024-07-20,CUST-05337,Robert Miller,PROD-5412,August Wi-Fi Smart Lock,Tools & Home Improvement,August,1,268.89,0.0,22.59,0.0,291.48,BNPL,Delivered,Mesa,AZ,USA,SELL-702
ORD0000083,2020-07-12,CUST-11971,Patricia Brown,PROD-9733,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,1,196.5,35.53,11.27,23.48,195.72,Debit Card,Delivered,Miami,FL,USA,SELL-683
ORD0000084,2023-10-27,CUST-00272,David Martinez,PROD-2600,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,1,32.32,0.0,2.14,27.48,61.94,Credit Card,Delivered,Newark,NJ,USA,SELL-366
ORD0000085,2024-10-21,CUST-00286,John Smith,PROD-9909,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,5,31.64,0.0,0.0,0.0,158.2,PayPal,Delivered,Portland,OR,USA,SELL-665
ORD0000086,2021-10-29,CUST-00593,Jennifer Jones,PROD-5083,MacBook Air M2,Electronics,Apple,3,1128.3,0.0,0.0,0.0,3384.9,Credit Card,Delivered,Portland,OR,USA,SELL-997
ORD0000087,2024-09-18,CUST-00482,Robert Miller,PROD-2993,Anker 737 Power Bank,Electronics,Anker,6,179.39,0.0,95.53,0.0,1171.87,Credit Card,Delivered,New York,NY,USA,SELL-403
ORD0000088,2020-03-22,CUST-13969,Elizabeth Davis,PROD-9596,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,3,7.64,0.0,1.38,11.24,35.54,Credit Card,Delivered,Grand Rapids,MI,USA,SELL-718
ORD0000089,2020-11-17,CUST-00375,James Williams,PROD-4982,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,1,197.32,0.0,14.8,36.26,248.38,Credit Card,Processing,Columbus,OH,USA,SELL-327
ORD0000090,2023-02-13,CUST-00517,John Smith,PROD-9592,Project Hail Mary,Books & Media,Andy Weir,1,19.53,0.0,1.81,5.99,27.33,Credit Card,Delivered,San Diego,CA,USA,SELL-597
ORD0000091,2022-12-18,CUST-11228,James Williams,PROD-2131,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,6,8.8,0.0,3.96,0.0,56.76,Credit Card,Delivered,Akron,OH,USA,SELL-132
ORD0000092,2023-08-26,CUST-14407,Michael Garcia,PROD-4666,Project Hail Mary,Books & Media,Andy Weir,1,19.27,0.0,1.02,5.99,26.28,PayPal,Delivered,Richmond,VA,USA,SELL-850
ORD0000093,2021-08-16,CUST-03171,David Martinez,PROD-8670,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,3,29.25,0.0,8.99,34.71,131.45,Apple Pay,Delivered,Aurora,IL,USA,SELL-364
ORD0000094,2021-12-15,CUST-06012,Jennifer Jones,PROD-4642,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,1,14.25,0.0,0.85,11.24,26.34,Debit Card,Delivered,Detroit,MI,USA,SELL-101
ORD0000095,2023-12-17,CUST-00278,Mary Johnson,PROD-6235,Logitech MX Master 3S Mouse,Electronics,Logitech,1,107.97,0.0,0.0,0.0,107.97,Credit Card,Delivered,Nashua,NH,USA,SELL-621
ORD0000096,2023-03-15,CUST-00528,David Martinez,PROD-3200,Adidas Essentials Track Jacket,Clothing & Fashion,Adidas,1,55.43,0.0,4.66,0.0,0.0,Apple Pay,Cancelled,Phoenix,AZ,USA,SELL-529
ORD0000097,2022-04-04,CUST-04335,Patricia Brown,PROD-7266,Dune,Books & Media,Frank Herbert,1,10.77,0.0,0.86,8.99,20.62,Debit Card,Delivered,Macon,GA,USA,SELL-739
ORD0000098,2024-11-17,CUST-00173,David Martinez,PROD-2907,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,1,107.79,18.54,6.25,0.0,95.5,Apple Pay,Delivered,Miami,FL,USA,SELL-570
ORD0000099,2020-02-17,CUST-00397,Patricia Brown,PROD-6148,Peloton Bike+,Sports & Fitness,Peloton,1,2614.58,0.0,215.7,19.58,2849.86,Debit Card,Delivered,Fort Worth,TX,USA,SELL-364
ORD0000100,2021-12-13,CUST-13504,Elizabeth Davis,PROD-6962,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,1,24.82,0.0,2.2,7.49,34.51,Credit Card,Delivered,Rochester,NY,USA,SELL-472
ORD0000101,2020-10-31,CUST-01003,David Martinez,PROD-1765,Becoming,Books & Media,Michelle Obama,1,19.89,0.0,1.77,11.24,32.9,Credit Card,Delivered,Rochester,NY,USA,SELL-751
ORD0000102,2020-05-14,CUST-11960,Mary Johnson,PROD-9570,Steelcase Series 1 Chair,Office Products,Steelcase,2,487.33,0.0,0.0,0.0,974.66,Credit Card,Delivered,Nashua,NH,USA,SELL-241
ORD0000103,2020-05-24,CUST-12222,Linda Rodriguez,PROD-1488,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,1,68.82,0.0,5.51,0.0,74.33,Credit Card,Delivered,Atlanta,GA,USA,SELL-877
ORD0000104,2020-08-26,CUST-00431,Mary Johnson,PROD-3564,The Psychology of Money,Books & Media,Morgan Housel,1,15.24,0.0,0.0,7.49,22.73,Credit Card,Delivered,Portland,OR,USA,SELL-658
ORD0000105,2020-12-07,CUST-11942,Patricia Brown,PROD-4284,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,3,446.04,233.51,102.18,19.78,1226.57,PayPal,Delivered,San Jose,CA,USA,SELL-441
ORD0000106,2023-07-22,CUST-00404,David Martinez,PROD-4681,Where the Crawdads Sing,Books & Media,Delia Owens,1,12.89,0.0,1.19,8.99,23.07,BNPL,Delivered,Sacramento,CA,USA,SELL-168
ORD0000107,2021-01-09,CUST-00377,James Williams,PROD-8830,Mattel Games UNO,Toys & Games,Mattel,1,6.26,2.32,0.4,9.99,14.33,Credit Card,Delivered,Chicago,IL,USA,SELL-769
ORD0000108,2023-06-07,CUST-00262,David Martinez,PROD-1288,Becoming,Books & Media,Michelle Obama,3,22.54,0.0,5.07,0.0,72.69,Debit Card,Shipped,Akron,OH,USA,SELL-458
ORD0000109,2023-07-05,CUST-00356,Elizabeth Davis,PROD-6732,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,1,22.01,0.0,1.95,7.99,31.95,BNPL,Delivered,Unknown,NY,USA,SELL-950
ORD0000110,2021-09-18,CUST-00108,James Williams,PROD-5266,Gaiam Yoga Mat,Sports & Fitness,Gaiam,1,31.59,5.76,2.45,44.35,72.63,Debit Card,Delivered,Seattle,WA,USA,SELL-523
ORD0000111,2022-12-16,CUST-10757,John Smith,PROD-7984,Calvin Klein Cotton Classics Boxer Briefs,Clothing & Fashion,Calvin Klein,1,46.48,0.0,3.72,0.0,50.2,Other,Delivered,Savannah,GA,USA,SELL-203
ORD0000112,2020-12-16,CUST-14935,James Williams,PROD-1595,Anker 737 Power Bank,Electronics,Anker,1,152.73,80.11,5.99,0.0,78.61,Debit Card,Delivered,San Antonio,TX,USA,SELL-231
ORD0000113,2022-05-13,CUST-08694,Jennifer Jones,PROD-5331,Pyrex Glass Measuring Cup Set,Home & Kitchen,Pyrex,1,26.85,4.78,1.82,36.53,60.42,Debit Card,Shipped,Houston,TX,USA,SELL-184
ORD0000114,2023-11-18,CUST-00288,James Williams,PROD-8023,Bose QuietComfort 45,Electronics,Bose,3,377.57,0.0,0.0,0.0,1132.71,Credit Card,Delivered,Nashua,NH,USA,SELL-945
ORD0000115,2020-04-05,CUST-00399,Jennifer Jones,PROD-2182,Hasbro Connect 4,Toys & Games,Hasbro,1,10.5,0.0,0.0,7.49,17.99,Credit Card,Delivered,Manchester,NH,USA,SELL-200
ORD0000116,2021-06-28,CUST-09704,Linda Rodriguez,PROD-6365,August Wi-Fi Smart Lock,Tools & Home Improvement,August,5,248.92,0.0,82.45,0.0,1327.05,Debit Card,Delivered,Newark,NJ,USA,SELL-859
ORD0000117,2024-11-07,CUST-13787,Patricia Brown,PROD-5497,Gaiam Yoga Mat,Sports & Fitness,Gaiam,3,33.79,0.0,0.0,12.79,114.16,Credit Card,Delivered,Nashua,NH,USA,SELL-324
ORD0000118,2020-08-26,CUST-14391,Robert Miller,PROD-9960,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,2,170.69,56.32,15.11,0.0,300.17,Debit Card,Delivered,Virginia Beach,VA,USA,SELL-771
ORD0000119,2024-08-27,CUST-00642,Jennifer Jones,PROD-1357,Samsung Galaxy S23,Electronics,Samsung,2,970.77,0.0,135.91,0.0,2077.45,Credit Card,Delivered,Orlando,FL,USA,SELL-225
ORD0000120,2022-07-19,CUST-13498,Mary Johnson,PROD-7371,Ring Video Doorbell,Electronics,Amazon,1,209.9,0.0,19.94,0.0,229.84,BNPL,Delivered,Nashville,TN,USA,SELL-566
