CustomerID,CustomerName,Customer_Type,City,State,Country
CUST-03734,Patricia Brown,New,Unknown,PA,USA
CUST-00703,Jennifer Jones,New,Miami,FL,USA
CUST-00586,John Smith,New,San Antonio,TX,USA
CUST-00194,Jennifer Jones,New,Salem,OR,USA
CUST-04791,Linda Rodriguez,New,Aurora,IL,USA
CUST-13668,Patricia Brown,New,Jersey City,NJ,USA
CUST-06172,Michael Garcia,New,Lansing,MI,USA
CUST-10769,John Smith,New,Virginia Beach,VA,USA
CUST-00311,James Williams,New,Unknown,AZ,USA
CUST-00558,David Martinez,New,Orlando,FL,USA
CUST-00225,James Williams,New,Augusta,GA,USA
CUST-00264,Robert Miller,New,Cincinnati,OH,USA
CUST-08720,Jennifer Jones,New,Boston,MA,USA
CUST-00080,Linda Rodriguez,New,Lansing,MI,USA
CUST-10580,Mary Johnson,New,Nashua,NH,USA
CUST-12584,James Williams,New,San Diego,CA,USA
CUST-00677,David Martinez,New,Mesa,AZ,USA
CUST-00169,John Smith,New,Raleigh,NC,USA
CUST-00650,Patricia Brown,New,Lansing,MI,USA
CUST-05406,John Smith,New,Phoenix,AZ,USA
CUST-00244,David Martinez,New,Newark,NJ,USA
CUST-00192,Jennifer Jones,New,Raleigh,NC,USA
CUST-01970,Elizabeth Davis,New,San Diego,CA,USA
CUST-00196,James Williams,New,Tucson,AZ,USA
CUST-09800,Robert Miller,New,San Diego,CA,USA
CUST-12373,Mary Johnson,New,San Diego,CA,USA
CUST-06763,John Smith,New,Newark,NJ,USA
CUST-00689,Patricia Brown,New,New York,NY,USA
CUST-04278,Robert Miller,New,Tacoma,WA,USA
CUST-10491,David Martinez,New,Nashville,TN,USA
CUST-07710,Elizabeth Davis,New,Salem,OR,USA
CUST-05458,James Williams,New,Rockford,IL,USA
CUST-02221,Michael Garcia,New,Rochester,NY,USA
CUST-12051,Elizabeth Davis,New,Erie,PA,USA
CUST-12974,Patricia Brown,New,Detroit,MI,USA
CUST-12751,Michael Garcia,New,San Francisco,CA,USA
CUST-00146,Elizabeth Davis,New,Tacoma,WA,USA
CUST-00627,John Smith,New,Nashua,NH,USA
CUST-06806,Linda Rodriguez,New,Virginia Beach,VA,USA
CUST-00785,Elizabeth Davis,New,Tampa,FL,USA
CUST-05471,Elizabeth Davis,New,Nashville,TN,USA
CUST-02578,Mary Johnson,New,Tacoma,WA,USA
CUST-13117,Michael Garcia,New,Naperville,IL,USA
CUST-05258,David Martinez,New,Nashville,TN,USA
CUST-00008,Patricia Brown,New,Nashua,NH,USA
CUST-10560,Linda Rodriguez,New,Charlotte,NC,USA
CUST-00424,Mary Johnson,New,Memphis,TN,USA
CUST-14633,Michael Garcia,New,Buffalo,NY,USA
CUST-00214,Linda Rodriguez,New,Memphis,TN,USA
CUST-12171,Linda Rodriguez,New,Unknown,GA,USA
CUST-00701,Michael Garcia,New,Reading,PA,USA
CUST-11875,Robert Miller,New,Raleigh,NC,USA
CUST-00655,James Williams,New,Columbus,OH,USA
CUST-14305,John Smith,New,Los Angeles,CA,USA
CUST-00045,Jennifer Jones,New,Dallas,TX,USA
CUST-10718,Patricia Brown,New,Nashua,NH,USA
CUST-00526,David Martinez,New,Memphis,TN,USA
CUST-00063,Elizabeth Davis,New,Tampa,FL,USA
CUST-01459,David Martinez,New,Mesa,AZ,USA
CUST-00423,Robert Miller,New,Charlotte,NC,USA
CUST-04583,David Martinez,New,Reading,PA,USA
CUST-12163,John Smith,New,Seattle,WA,USA
CUST-05062,Jennifer Jones,New,Reading,PA,USA
CUST-00547,Michael Garcia,New,Portland,OR,USA
CUST-11474,Mary Johnson,New,Cleveland,OH,USA
CUST-00335,,New,Naperville,IL,USA
CUST-01505,Mary Johnson,New,Salem,OR,USA
CUST-00304,Linda Rodriguez,New,Memphis,TN,USA
CUST-03146,Jennifer Jones,New,Richmond,VA,USA
CUST-00388,John Smith,New,Manchester,NH,USA
CUST-05905,Patricia Brown,New,Naperville,IL,USA
CUST-12328,Mary Johnson,New,Rockford,IL,USA
CUST-03036,Patricia Brown,New,Rochester,NY,USA
CUST-01550,Mary Johnson,New,Virginia Beach,VA,USA
CUST-02610,Patricia Brown,New,Augusta,GA,USA
CUST-14338,Jennifer Jones,New,Nashville,TN,USA
CUST-00666,Robert Miller,New,San Antonio,TX,USA
CUST-13886,Robert Miller,New,Fort Worth,TX,USA
CUST-12221,David Martinez,New,Mesa,AZ,USA
CUST-07454,Elizabeth Davis,New,New York,NY,USA
CUST-08139,Michael Garcia,New,Nashville,TN,USA
CUST-00704,Linda Rodriguez,New,Allentown,PA,USA
CUST-07445,Michael Garcia,New,Richmond,VA,USA
CUST-11315,Patricia Brown,New,Nashua,NH,USA
CUST-05281,Mary Johnson,New,Rochester,NY,USA
CUST-00506,Linda Rodriguez,New,Austin,TX,USA
CUST-00105,Robert Miller,New,Seattle,WA,USA
CUST-00189,David Martinez,New,Lansing,MI,USA
CUST-00031,Robert Miller,New,Columbus,OH,USA
CUST-00426,Robert Miller,New,Portland,OR,USA
CUST-12257,Mary Johnson,New,Reading,PA,USA
CUST-00097,Patricia Brown,New,Jersey City,NJ,USA
CUST-13572,Patricia Brown,New,Portland,OR,USA
CUST-14788,Mary Johnson,New,Akron,OH,USA
CUST-07193,Michael Garcia,New,Miami,FL,USA
CUST-12662,James Williams,New,Reading,PA,USA
CUST-03351,David Martinez,New,Grand Rapids,MI,USA
CUST-09182,Elizabeth Davis,New,Tacoma,WA,USA
CUST-00356,Linda Rodriguez,New,Richmond,VA,USA
CUST-00992,Elizabeth Davis,New,Memphis,TN,USA
CUST-10322,Mary Johnson,New,Nashville,TN,USA
CUST-00044,Mary Johnson,New,Raleigh,NC,USA
CUST-05069,Elizabeth Davis,New,Orlando,FL,USA
CUST-04820,John Smith,New,Unknown,NY,USA
CUST-09103,James Williams,New,Salem,OR,USA
CUST-13837,Mary Johnson,New,Virginia Beach,VA,USA
CUST-00504,James Williams,New,Worcester,MA,USA
CUST-00147,Robert Miller,New,Macon,GA,USA
CUST-02094,Jennifer Jones,New,Tucson,AZ,USA
CUST-01621,Mary Johnson,New,Mesa,AZ,USA
CUST-14190,Patricia Brown,New,Lansing,MI,USA
CUST-00688,Robert Miller,New,Augusta,GA,USA
CUST-00670,James Williams,New,Tampa,FL,USA
CUST-07054,John Smith,New,Virginia Beach,VA,USA
CUST-00075,Linda Rodriguez,New,Tacoma,WA,USA
CUST-12707,Jennifer Jones,New,Macon,GA,USA
CUST-01686,Linda Rodriguez,New,Los Angeles,CA,USA
CUST-07794,Patricia Brown,New,Manchester,NH,USA
CUST-14899,James Williams,New,New York,NY,USA
CUST-11236,Jennifer Jones,New,Jacksonville,FL,USA
CUST-00317,David Martinez,New,Richmond,VA,USA
CUST-04228,Linda Rodriguez,New,Nashville,TN,USA
CUST-07677,Mary Johnson,New,Worcester,MA,USA
CUST-11019,Linda Rodriguez,New,Boston,MA,USA
CUST-00297,Michael Garcia,New,Virginia Beach,VA,USA
CUST-11657,Patricia Brown,New,Fort Worth,TX,USA
CUST-04203,Elizabeth Davis,New,Augusta,GA,USA
CUST-12613,Patricia Brown,New,Los Angeles,CA,USA
CUST-07780,Mary Johnson,New,Buffalo,NY,USA
CUST-14121,Michael Garcia,New,Cincinnati,OH,USA
CUST-00114,Robert Miller,New,Memphis,TN,USA
CUST-07901,Jennifer Jones,New,Worcester,MA,USA
CUST-00233,Linda Rodriguez,New,Akron,OH,USA
CUST-00605,Mary Johnson,New,Macon,GA,USA
CUST-07005,Elizabeth Davis,New,Boston,MA,USA
CUST-00053,James Williams,New,Newark,NJ,USA
CUST-01132,Jennifer Jones,New,Houston,TX,USA
CUST-00116,Jennifer Jones,New,Los Angeles,CA,USA
CUST-13738,Linda Rodriguez,New,Richmond,VA,USA
CUST-10076,Michael Garcia,New,Seattle,WA,USA
CUST-10563,Mary Johnson,New,Mesa,AZ,USA
CUST-00235,Jennifer Jones,New,Portland,OR,USA
CUST-00729,John Smith,New,Allentown,PA,USA
CUST-00537,Linda Rodriguez,New,Chicago,IL,USA
CUST-03791,Jennifer Jones,New,Reading,PA,USA
CUST-06479,Linda Rodriguez,New,Portland,OR,USA
CUST-00389,Patricia Brown,New,Scottsdale,AZ,USA
CUST-03696,Jennifer Jones,New,Raleigh,NC,USA
CUST-08395,Michael Garcia,New,Cincinnati,OH,USA
CUST-00598,Linda Rodriguez,New,Reading,PA,USA
CUST-05559,,New,Portland,OR,USA
CUST-03274,Jennifer Jones,New,Nashua,NH,USA
CUST-14737,Mary Johnson,New,Vancouver,WA,USA
CUST-07697,Linda Rodriguez,New,Nashville,TN,USA
CUST-00565,Patricia Brown,New,Houston,TX,USA
CUST-10561,Robert Miller,New,Erie,PA,USA
CUST-04379,Elizabeth Davis,New,Tampa,FL,USA
CUST-00618,Mary Johnson,New,Memphis,TN,USA
CUST-14371,Robert Miller,New,Atlanta,GA,USA
CUST-09227,John Smith,New,Phoenix,AZ,USA
CUST-00488,Linda Rodriguez,New,Richmond,VA,USA
CUST-11525,Michael Garcia,New,,WA,USA
CUST-00431,Robert Miller,New,Tucson,AZ,USA
CUST-06272,Robert Miller,New,Memphis,TN,USA
CUST-00226,John Smith,New,Augusta,GA,USA
CUST-08653,Elizabeth Davis,New,Phoenix,AZ,USA
CUST-01659,Linda Rodriguez,New,Virginia Beach,VA,USA
CUST-00443,David Martinez,New,Nashville,TN,USA
CUST-14179,Robert Miller,New,Newark,NJ,USA
CUST-00419,Patricia Brown,New,Buffalo,NY,USA
CUST-10407,David Martinez,New,Salem,OR,USA
CUST-14938,Patricia Brown,New,Naperville,IL,USA
CUST-03180,James Williams,New,Houston,TX,USA
CUST-01915,Jennifer Jones,New,Boston,MA,USA
CUST-11410,Michael Garcia,New,Aurora,IL,USA
CUST-00325,Linda Rodriguez,New,Tacoma,WA,USA
CUST-12058,Robert Miller,New,Dallas,TX,USA
CUST-11417,Patricia Brown,New,Worcester,MA,USA
CUST-04914,Mary Johnson,New,Seattle,WA,USA
CUST-00448,David Martinez,New,Cleveland,OH,USA
CUST-00403,Mary Johnson,New,Jersey City,NJ,USA
CUST-00313,Patricia Brown,New,Miami,FL,USA
CUST-14342,Michael Garcia,New,Manchester,NH,USA
CUST-13371,James Williams,New,Buffalo,NY,USA
CUST-14135,Jennifer Jones,New,Charlotte,NC,USA
CUST-00186,John Smith,New,New York,NY,USA
CUST-13637,James Williams,New,Rochester,NY,USA
CUST-11237,Elizabeth Davis,New,Cincinnati,OH,USA
CUST-13853,Michael Garcia,New,Vancouver,WA,USA
CUST-00698,Elizabeth Davis,New,San Francisco,CA,USA
CUST-10804,James Williams,New,Richmond,VA,USA
CUST-14099,Linda Rodriguez,New,Augusta,GA,USA
CUST-00285,David Martinez,New,Aurora,IL,USA
CUST-00491,Jennifer Jones,New,Akron,OH,USA
CUST-10974,Linda Rodriguez,New,Manchester,NH,USA
CUST-14918,Michael Garcia,New,Pittsburgh,PA,USA
CUST-12230,James Williams,New,Jacksonville,FL,USA
CUST-13939,John Smith,New,Boston,MA,USA
CUST-13579,Patricia Brown,New,Memphis,TN,USA
CUST-00267,Elizabeth Davis,New,Pittsburgh,PA,USA
CUST-07393,John Smith,New,Houston,TX,USA
CUST-09055,John Smith,New,Rochester,NY,USA
CUST-12283,Jennifer Jones,New,Worcester,MA,USA
CUST-00293,Elizabeth Davis,New,Naperville,IL,USA
CUST-00319,Patricia Brown,New,Unknown,NC,USA
CUST-11519,Michael Garcia,New,Portland,OR,USA
CUST-00421,Patricia Brown,New,Salem,OR,USA
CUST-00400,Michael Garcia,New,Portland,OR,USA
CUST-14301,James Williams,New,Orlando,FL,USA
CUST-02079,John Smith,New,Houston,TX,USA
CUST-11017,Michael Garcia,New,Charlotte,NC,USA
CUST-14621,Mary Johnson,New,Lansing,MI,USA
CUST-12431,Patricia Brown,New,Newark,NJ,USA
CUST-04854,John Smith,New,Grand Rapids,MI,USA
CUST-08607,Robert Miller,New,Pittsburgh,PA,USA
CUST-03974,Linda Rodriguez,New,Sacramento,CA,USA
CUST-12222,Robert Miller,New,Nashua,NH,USA
CUST-04124,Jennifer Jones,New,Seattle,WA,USA
CUST-00540,Michael Garcia,New,Vancouver,WA,USA
CUST-00067,David Martinez,New,Grand Rapids,MI,USA
CUST-11494,James Williams,New,Worcester,MA,USA
CUST-00003,John Smith,New,Tacoma,WA,USA
CUST-00716,Patricia Brown,New,Boston,MA,USA
CUST-00208,David Martinez,New,Manchester,NH,USA
CUST-00597,James Williams,New,Los Angeles,CA,USA
CUST-02796,Mary Johnson,New,Grand Rapids,MI,USA
CUST-03045,Jennifer Jones,New,Allentown,PA,USA
CUST-00199,David Martinez,New,Seattle,WA,USA
CUST-13347,David Martinez,New,New York,NY,USA
CUST-00619,Robert Miller,New,Mesa,AZ,USA
CUST-00261,Mary Johnson,New,Vancouver,WA,USA
CUST-11089,Linda Rodriguez,New,Pittsburgh,PA,USA
CUST-00675,Robert Miller,New,Columbus,OH,USA
CUST-12308,Elizabeth Davis,New,Worcester,MA,USA
CUST-14012,Jennifer Jones,New,Cleveland,OH,USA
CUST-02204,Robert Miller,New,Nashville,TN,USA
CUST-00428,John Smith,New,Lansing,MI,USA
CUST-07139,John Smith,New,Boston,MA,USA
CUST-05055,Patricia Brown,New,Boston,MA,USA
CUST-14191,Linda Rodriguez,New,Salem,OR,USA
CUST-13061,Patricia Brown,New,Jacksonville,FL,USA
CUST-14314,Linda Rodriguez,New,Jacksonville,FL,USA
CUST-00054,David Martinez,New,Buffalo,NY,USA
CUST-00364,Patricia Brown,New,Orlando,FL,USA
CUST-11820,Elizabeth Davis,New,Salem,OR,USA
CUST-02067,Mary Johnson,New,Buffalo,NY,USA
CUST-00010,Linda Rodriguez,New,Rochester,NY,USA
CUST-14222,Jennifer Jones,New,Salem,OR,USA
CUST-00744,David Martinez,New,Jersey City,NJ,USA
CUST-00711,Michael Garcia,New,Memphis,TN,USA
CUST-12552,Patricia Brown,New,Grand Rapids,MI,USA
CUST-00840,Mary Johnson,New,Miami,FL,USA
CUST-02772,Patricia Brown,New,Grand Rapids,MI,USA
CUST-00543,Patricia Brown,New,Cleveland,OH,USA
CUST-00327,Michael Garcia,New,New York,NY,USA
CUST-12767,David Martinez,New,San Antonio,TX,USA
CUST-00534,Elizabeth Davis,New,Akron,OH,USA
CUST-11257,Linda Rodriguez,New,Naperville,IL,USA
CUST-10876,Linda Rodriguez,New,Buffalo,NY,USA
CUST-14908,Robert Miller,New,Manchester,NH,USA
CUST-02976,Elizabeth Davis,New,Tacoma,WA,USA
CUST-00117,Mary Johnson,New,Worcester,MA,USA
CUST-00119,Elizabeth Davis,New,Salem,OR,USA
CUST-00637,Elizabeth Davis,New,Charlotte,NC,USA
CUST-00610,Robert Miller,New,Newark,NJ,USA
CUST-08650,Robert Miller,New,San Francisco,CA,USA
CUST-04119,Linda Rodriguez,New,New York,NY,USA
CUST-00107,John Smith,New,San Diego,CA,USA
CUST-00098,Patricia Brown,New,Richmond,VA,USA
CUST-12249,Jennifer Jones,New,Tucson,AZ,USA
CUST-11902,Mary Johnson,New,Atlanta,GA,USA
CUST-14082,Michael Garcia,New,Portland,OR,USA
CUST-04154,James Williams,New,Los Angeles,CA,USA
CUST-04587,James Williams,New,Tacoma,WA,USA
CUST-01757,Michael Garcia,New,Dallas,TX,USA
CUST-00714,James Williams,New,Worcester,MA,USA
CUST-00412,Patricia Brown,New,Newark,NJ,USA
CUST-00496,Michael Garcia,New,Virginia Beach,VA,USA
CUST-00166,David Martinez,New,Richmond,VA,USA
CUST-08067,Michael Garcia,New,Memphis,TN,USA
CUST-13982,Michael Garcia,New,Tampa,FL,USA
CUST-02402,Robert Miller,New,Portland,OR,USA
CUST-12502,David Martinez,New,Fort Worth,TX,USA
CUST-02913,Mary Johnson,New,Nashua,NH,USA
CUST-00585,James Williams,New,Atlanta,GA,USA
CUST-08954,David Martinez,New,Austin,TX,USA
CUST-00025,Mary Johnson,New,Memphis,TN,USA
CUST-14345,Michael Garcia,New,Buffalo,NY,USA
CUST-04576,John Smith,New,Phoenix,AZ,USA
CUST-14252,David Martinez,New,Rochester,NY,USA
CUST-11369,Michael Garcia,New,Raleigh,NC,USA
CUST-07757,Linda Rodriguez,New,Miami,FL,USA
CUST-00361,Linda Rodriguez,New,Nashua,NH,USA
CUST-00077,Elizabeth Davis,New,Chicago,IL,USA
CUST-11479,Patricia Brown,New,Virginia Beach,VA,USA
CUST-10056,Mary Johnson,New,Savannah,GA,USA
CUST-00037,David Martinez,New,Dallas,TX,USA
CUST-00161,Linda Rodriguez,New,Rochester,NY,USA
CUST-08855,Robert Miller,New,Phoenix,AZ,USA
CUST-11658,David Martinez,New,Memphis,TN,USA
CUST-12250,Jennifer Jones,New,Allentown,PA,USA
CUST-00415,Linda Rodriguez,New,Philadelphia,PA,USA
CUST-00018,John Smith,New,Tacoma,WA,USA
CUST-05652,Elizabeth Davis,New,Nashua,NH,USA
CUST-05097,Jennifer Jones,New,Chicago,IL,USA
CUST-14614,Elizabeth Davis,New,Fort Worth,TX,USA
CUST-03617,Patricia Brown,New,Tacoma,WA,USA
CUST-05985,Jennifer Jones,New,Portland,OR,USA
CUST-11676,John Smith,New,Tucson,AZ,USA
CUST-00085,Elizabeth Davis,New,Raleigh,NC,USA
CUST-00636,John Smith,New,Raleigh,NC,USA
CUST-12959,Patricia Brown,New,Vancouver,WA,USA
CUST-13775,Linda Rodriguez,New,Portland,OR,USA
CUST-00329,Patricia Brown,New,Manchester,NH,USA
CUST-00096,David Martinez,New,Raleigh,NC,USA
CUST-10971,John Smith,New,Allentown,PA,USA
CUST-00722,Robert Miller,New,Nashua,NH,USA
CUST-13857,Jennifer Jones,New,Grand Rapids,MI,USA
CUST-08701,Mary Johnson,New,Richmond,VA,USA
CUST-13933,James Williams,New,Charlotte,NC,USA
CUST-09331,Robert Miller,New,Manchester,NH,USA
CUST-10349,Mary Johnson,New,Nashua,NH,USA
CUST-10915,James Williams,New,Scottsdale,AZ,USA
CUST-08749,Elizabeth Davis,New,Aurora,IL,USA
CUST-00265,Jennifer Jones,New,Newark,NJ,USA
CUST-09429,James Williams,New,Tacoma,WA,USA
CUST-01892,Mary Johnson,New,Los Angeles,CA,USA
CUST-01994,Robert Miller,New,Pittsburgh,PA,USA
CUST-00019,Mary Johnson,New,San Francisco,CA,USA
CUST-00131,Patricia Brown,New,Manchester,NH,USA
CUST-00301,Mary Johnson,New,Vancouver,WA,USA
CUST-00073,Jennifer Jones,New,Austin,TX,USA
CUST-00570,Linda Rodriguez,New,Erie,PA,USA
CUST-03211,Linda Rodriguez,New,Naperville,IL,USA
CUST-13013,David Martinez,New,Atlanta,GA,USA
CUST-10480,David Martinez,New,Naperville,IL,USA
CUST-11084,Robert Miller,New,Detroit,MI,USA
CUST-12120,James Williams,New,Seattle,WA,USA
CUST-12298,John Smith,New,Chicago,IL,USA
CUST-00200,Jennifer Jones,New,Unknown,OH,USA
CUST-11809,Robert Miller,New,Raleigh,NC,USA
CUST-09630,David Martinez,New,Richmond,VA,USA
CUST-03212,Patricia Brown,New,Worcester,MA,USA
CUST-08334,David Martinez,New,Reading,PA,USA
CUST-10505,Jennifer Jones,New,Boston,MA,USA
CUST-10713,John Smith,New,San Francisco,CA,USA
CUST-13016,John Smith,New,Jersey City,NJ,USA
CUST-12830,Elizabeth Davis,New,Buffalo,NY,USA
CUST-00740,Jennifer Jones,New,Boston,MA,USA
CUST-00367,David Martinez,New,Charlotte,NC,USA
CUST-13243,Patricia Brown,New,San Jose,CA,USA
CUST-14312,Mary Johnson,New,Richmond,VA,USA
CUST-00673,Michael Garcia,New,Portland,OR,USA
CUST-13728,Jennifer Jones,New,Phoenix,AZ,USA
CUST-02414,John Smith,New,Nashua,NH,USA
CUST-08333,Michael Garcia,New,Charlotte,NC,USA
CUST-00059,Michael Garcia,New,Worcester,MA,USA
CUST-02320,Patricia Brown,New,Portland,OR,USA
CUST-07048,Linda Rodriguez,New,Boston,MA,USA
